"text", "translation"
"荒れた天候の、%course\n降り続いた雨がバ場状態を悪化させ\n不良の発表となってしまいました","Rough weather at %course. The constant rainfall worsened the field conditions to poor."
"強い雨の、%course\n雨で濡れた砂はヌルリと滑る\n不良バ場となってしまいました！","The strong, %course rain-soaked sand became a slippery, slippery bad baba!"
"昨日から続く雪がちらつく、%course\n除雪が終わった芝コースの状態は稍重となりました","With snow flurries continuing from yesterday, the condition of the grass %course was a little heavy after the plowing was completed."
"曇天から降り注ぐ雪の中、ウマ娘たちは走ります\n%course、ダートコースは稍重の発表です","Uma Musume run in the snow falling from the cloudy sky! The dirt track at %course is reported to be slightly heavy."
"舞い散る雪がターフを白く染めあげます\n除雪作業の進むここ、%course\nバ場状態の発表は重です","Snow flurries are turning the turf white. Snow removal work is underway here, and the announcement of the state of the %course bar is heavy."
"灰色の空から舞い散る雪という名の白い天使たち\n%course、ダートコースは重の発表です","White angels named snow fluttering from a gray sky %course, dirt %course is a heavy announcement!"
"ファンファーレが高らかに響く！\n春のGⅠ開幕戦、フェブラリーステークス！","The fanfare echoes loudly! The opening race of the spring G1, the Feburary Stakes!"
"オオカン桜が見守るもとでの熱き戦い！\n電撃6ハロン、高松宮記念！","A fierce battle under the watchful eye of the toucan cherry blossoms! Blitz 6-Halon, Takamatsu-no-Miya Kinen!"
"早春の阪神に最強を自負するウマ娘が集う！\n春の中・長距離三冠、第一弾、大阪杯！","The strongest horse girls gather at Hanshin in early spring! The first part of the spring triple crown of middle and long distance, the Osaka Cup!"
"咲き誇る桜が女王の誕生を待ち望む！\nクラシック第一弾！桜花賞！","The blooming cherry blossoms await the birth of their queen! The first classic! The Cherry Blossom Award!"
"最も『はやい』ウマ娘が勝つという皐月賞！\n成長を見せつけるのは誰だ！","The fastest horse girl will win Satsuki-sho! Let's see who will show their growth!"
"唯一無二、一帖の盾をかけた熱き戦い！\n最長距離GⅠ天皇賞（春）！","A fierce battle for the one and only shield! The longest distance GI, the Tennou-shou (Spring)!"
"世代最速を自負するウマ娘が府中に集う！\nNHKマイルカップ！","The fastest horse girl of the generation gathers in Fuchu! NHK Mile Cup!"
"女神見守る府中に天使が舞い降りる！\nヴィクトリアに見初められた者が勝者となる！","An angel descends on Fuchu under the watchful eye of the Goddess! The winner will be the one who is discovered by Victoria!"
"樫の女王を目指すウマ娘が府中に集う！\nオークスで戴冠するのは誰だ！","Uma Musume gather in Fuchu to become the Queen of the Oaks! Who will be crowned in the Oaks?"
"すべてのウマ娘が目指す頂点、日本ダービー！\n歴史に蹄跡を残すのは誰だ！","The pinnacle that all horse girls aim for, the Japan Derby! Who will leave the hoofprints in the history!"
"快速自慢が集う東京マイル・安田記念！\n春のマイル王は誰の手に！","The Tokyo Mile Yasuda Kinen, a race for the fast and the proud! Who will be the King of the Spring Mile!"
"票に託されたファンの夢\n思いを力にかえて走るグランプリ・宝塚記念！","Takarazuka Kinen, the Grand Prix of Japan, where the dreams of fans entrusted with their votes are turned into power!"
"秋の気配が近づく中山に快速自慢が集う！\n電光石火・スプリンターズステークス！","Boasts of speed gather at Nakayama as autumn approaches! Sprinters' Stakes, a lightning-fast race!"
"賑やかな秋を彩る秋華たち\n秋華賞の舞台で美しく華を咲かせるのは誰だ！","Who will bloom beautifully on the stage of the Akika-sho?"
"クラシックロードの終着点\n菊花賞を制し最強の称号を手にするのは誰だ！","Who will win the Kikka-sho, the end of the classic road, and take home the title of the best!"
"ウマ娘たちが追い求める一帖の盾\n鍛えた脚を武器に往く栄光への道！\n天皇賞（秋）！","A shield for the horse girls to pursue, a path to glory with their trained legs! The Emperor's Award (Autumn)!"
"日の丸とユニオンジャックに見守られ、\n淀のターフでエリザベス女王杯を掲げるのは誰だ！","Who will raise the Queen Elizabeth Cup on the Yodo Turf, watched over by the Japanese flag and the Union Jack!"
"長く続いたマイル路線も終わりを迎える\n王者誕生！　マイルチャンピオンシップ！","The longest running mileage route comes to an end, and a champion is born! Mile Championship!"
"世界のウマ娘が栄光を求め\nジャパンカップの府中に集う！\n日本勢は対抗できるのか！","Uma Musume from around the world gather in Fuchu for the Japan Cup in search of glory! Can the Japanese compete?"
"砂上の戦いを求める猛者が集う！\nダート王決定戦、チャンピオンズカップ！","Fierce competitors gather for a battle on the sand! Champion of Dirt, Champions Cup!"
"寒空の阪神に熱き心の若駒が揃う！\nクラシックへの道、阪神ジュベナイルフィリーズ！","Hot-hearted young horses gather at Hanshin in cold weather! The road to the Classic, the Hanshin Juvenile Fillies!"
"クラシックへの登竜門\n朝日杯フューチュリティステークス！\nここから道ははじまる！","The Asahi Cup Futurity Stakes, the gateway to the Classic! This is where the road begins!"
"年末の中山で争われる夢のグランプリ・有馬記念！\nあなたの夢、私の夢は叶うのか！","The Grand Prix of dreams, Arima Kinen, to be fought on Nakayama at the end of the year! Will your dream, my dream come true?"
"誰をも魅了し、心を奪う希望の星が誕生する！\nホープフルステークス！","A star of hope is born who will charm and steal everyone's heart! The Hopeful Stakes!"
"日々のトレーニングで力を蓄えたウマ娘たちが\nついにレースの舞台におりたちます！\nトレーニングレース！","After building up their strength through daily training, the Uma Musume are finally ready to take the stage for the race! Training Race!"
"可能性を秘めたウマ娘たちが\nはじめて本番の舞台に立つ！\nビギナー戦スタート！","Uma-musume with hidden potential take the stage for the first time! The beginner race begins!"
"最強と呼ばれる者ですら負けることはある\n敗者復活戦から再起を図るのは誰だ！","Even the strongest of us can lose, and who will rise again from the ranks of the losers?"
"一勝をあげてもウマ娘に休む暇はない\n新たな壁を突破するのは誰だ\nヴァルゴレース！","One win is no rest for the wolves, and who will break through the new barrier, Vargo Race!"
"黄道に美しく輝くハマルのように\n光を放つウマ娘は誰だ！\nアリエスレース！","Who will shine like a beautiful hamar on the ecliptic? Aries Race!"
"旅人に北を教える美しき星座\nウマ娘たちにも道しるべとなるのか！\nカシオペアレース！","Will you be a beacon to the beautiful constellation Uma Muses who teach travelers the north! Cassiopeia Race!"
"美しく輝くベテルギウスのように\n最も強い光となるのは誰だ！\nオリオンレース！","Who will be the most powerful light, like the beautiful Betelgeuse! The Orion race!"
"トゥインクル・シリーズからの刺客\n%legend\nついにレジェンドを打ち負す者が現れるのか！？","An assassin from the Twinkle series %legend Will someone finally beat the legend?"
"スピード自慢の快足ウマ娘たちが\n新潟1000ｍに集う","Speedy horse girls gather at Niigata 1000m"
"現在、1番人気は%h_pop1","Currently, the most popular is %h_pop1"
"このレース、最も人気を集めているのは\n%h_pop1、1番人気です","In this race, the most popular is %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\n%h_pop1","Now, let's introduce the most popular one %h_pop1"
"1番人気はもちろんこの娘\n%h_pop1","The most popular is of course this girl %h_pop1"
"続く2番人気は%h_pop2","The next most popular was %h_pop2."
"2番人気を紹介しましょう\n%h_pop2","Let me introduce you to the second most popular %h_pop2"
"実力は負けていません\n2番人気、%h_pop2","She's a force to be reckoned with. Number two, %h_pop2."
"この評価は少し不満か？\n2番人気はこの娘、%h_pop2","Is this rating a little unsatisfactory? The second most popular is this girl, %h_pop2."
"3番人気には%h_pop3","The third most popular is %h_pop3"
"3番人気はこの娘です、%h_pop3","The third most popular girl is this one, %h_pop3"
"虎視眈々と上位を狙っています\n3番人気は%h_pop3","The third favorite is %h_pop3. The third most popular is %h_pop3"
"人気と実力を兼ね備えた\n%h_pop3\n今日は3番人気です","Popularity and power combined %h_pop3 Today we have the third most popular."
"さあ、今日の主役はこのウマ娘をおいて他にいない\n1番人気%h_pop1！","Now, the star of the show today is none other than this horsegirl, the #1 favorite %h_pop1!"
"威風堂々とスタートを待つのはこのウマ娘\n本日の1番人気%h_pop1！","Waiting majestically for the start is this horse girl, today's number one, %h_pop1!"
"スタンドに押しかけた\nファンの期待を一身に背負って\n1番人気%h_pop1！","The fans in the stands were expecting it, and she was the favorite, %h_pop1!"
"さあ、今日の主役はこのウマ娘をおいて他にいない\n本日の1番人気%h_pop1！","Now, the star of the show today is none other than this horsegirl, today's #1 favorite %h_pop1!"
"威風堂々とスタートを待つのはこのウマ娘\n1番人気%h_pop1！","Waiting majestically for the start is the most popular horse girl, %h_pop1!"
"さあ、今日の主役は\nこのウマ娘をおいて他にいない\n1番人気%h_pop1！","Now, the star of the show today is none other than this horsegirl, the number 1 favorite %h_pop1!"
"スタンドに押しかけた\nファンの期待を一身に背負って\n本日の1番人気%h_pop1！","Our top favorite of the day, %h_pop1, carrying the expectations of all the fans in the stands!"
"対抗するのは%h_pop2\n真っ向勝負に注目だ","I'm going to go head-to-head with %h_pop2."
"2番人気は%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is %h_pop2, and she's just as good as the first."
"さあ、2番人気はこの娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is this girl %h_pop2, and she's got a good shot at winning."
"対抗するのは%h_pop2\n実力は1番人気にも引けを取りません","My opponent is %h_pop2, and she's as good as the favorite."
"2番人気は%h_pop2\n十分に勝利を狙えますよ","The second favorite is %h_pop2, and she's got a good shot at winning."
"さあ、2番人気はこの娘\n%h_pop2\n真っ向勝負に注目だ","Now, let's see who's the second favorite, this girl %h_pop2, in a head-to-head battle."
"対抗するのは%h_pop2\n十分に勝利を狙えますよ","I'm going up against %h_pop2, who has a good shot at winning."
"2番人気は%h_pop2\n真っ向勝負に注目だ","The second most popular is %h_pop2, and we're looking at a head-to-head battle."
"さあ、2番人気はこの娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second most popular girl is this girl %h_pop2, and she's as good as the first."
"%h_pop3、現在、3番人気\n注目株のウマ娘だ！","%h_pop3, currently the third most popular and noteworthy horse girl!"
"%h_pop3、3番人気です\n下剋上は起りうるのか！？","%h_pop3, the third most popular. Can a domination happen?"
"%h_pop3、現在、3番人気\n下剋上は起りうるのか！？","%h_pop3, now the third most popular, can it happen?"
"%h_pop3、3番人気です\n実力は間違いなく上位です！","%h_pop3, third in line. She's definitely a top contender!"
"%h_pop3、現在、3番人気\n実力は間違いなく上位です！","%h_pop3, currently the third most popular, and definitely the most powerful!"
"%h_pop3、3番人気です\n注目株のウマ娘だ！","%h_pop3, 3rd in line. The hottest horse girl in the world!"
"注目の%h_player、%p_waku_banでの出走","Featured %h_player, run by %p_waku_ban"
"各ウマ娘、ゲートに入って体勢整いました","Each horse girl is ready to enter the gate."
"ゲートイン完了\n出走の準備が整いました","Gates are now open, and we're ready to go."
"スタート！","Start!"
"スタートです","It's a start."
"さあゲートが開いた","Come on, the gate's open."
"今スタートが切られました","We're off to a good start."
"%horse1、真っ先に跳びだした","%horse1, jumped out headfirst."
"%horse1\nこれは素晴らしいスタートです！","%horse1 this is a great start!"
"好ダッシュを見せ%horse_ta1","Making a good dash %horse_ta1"
"%horse1いいスタートだ","%horse1 Good start."
"%horse1、跳びだしていった","%horse1, she jumped out."
"いいスタートを切っ%horse_ta1","A good start %horse_ta1"
"%horse1、好スタート","%horse1, good start."
"%horse1、好ダッシュを見せています","%horse1 is making a good dash!"
"絶好の立ちあがりを\n見せ%horse_ta1\n続いて、%horse2","It was a great start, followed by %horse_ta1 and then %horse2."
"各ウマ娘、まずは無難な走りだしといったところ","Each of the Uma Musume had a safe start."
"おっと！　%horse1、出遅れた！\n後方からのレースとなりました","Oops! %horse1, we're late! We're racing from the rear."
"おっと！　%horse1\n出遅れてしまったか！？","Oops! %horse1 I guess I'm late to the party!"
"%horse1\n出遅れ最後方からのレースになった","%horse1 lagging behind, had to race from the back of the pack."
"%horse1\nちょっとつまずく形で後方からのスタート","%horse1 stumbled a bit and started from the rear."
"%horse1、ちょっと出遅れた","%horse1, a little late to the party."
"%horse1、かなり出遅れた","%horse1, very late to the party."
"少々バラついたスタートになりました","We're off to a bit of a rocky start."
"各ウマ娘、そろってキレイなスタートを切りました！","All the girls got off to a beautiful start!"
"各ウマ娘、きれいなスタートを切りました","Each horse girl got off to a clean start."
"%h_rank1先頭に立ちました","%h_rank1 in the lead, sir."
"先頭を行っ%h_rank_ta1","Go to the top %h_rank_ta1"
"先頭を駆けます、%h_rank1","I'm running first, %h_rank1"
"ハナを奪っていっ%h_rank_ta1","%h_rank_ta1 took the lead."
"1番人気、%h_pop1、早くも先頭","The most popular, %h_pop1, is already in the lead."
"%h_pop1先頭に立つのか","%h_pop1 leading the way?"
"やはり、%h_pop1","After all, %h_pop1"
"注目株の%h_pop1、現在トップ！","Featured stock %h_pop1, now on top!"
"%h_rank_a1%h_rank_to2\nこのふたりが競り合っているぞ","%h_rank_a1 %h_rank_to2, these two are bidding against each other."
"さあ、後続を離して\n先頭に立っ%h_rank_ta1","Now, let's get away from the rest of the pack and take the lead %h_rank_ta1"
"最高の立ちあがりを\n見せ%h_rank_ta1！","Best stand up, %h_rank_ta1!"
"%h_rank1、早くも先頭に躍り出た","%h_rank1, you've already taken the lead."
"さあ、ハナに立っ%h_rank_ta1\nこのままリードすることができるか？","Now, will %h_rank_ta1 be able to take the lead?"
"先頭は、%h_rank1\n単身で飛ばしていきます","The first one will be skipped by %h_rank1 single body."
"さあ、激しい先行争いで\n前にで%h_rank_ta1","Now, in a fierce battle for the lead, I'm in front %h_rank_ta1"
"さあ、期待に応えて、%h_pop1！\n逃げる逃げる、早くも先頭！","Now, live up to expectations, %h_pop1! Run, run, run. You're already in the lead!"
"続いて、%h_rank2","Then, %h_rank2"
"続きました%h_rank2","Continued %h_rank2"
"%h_rank1、%h_rank2\nふたりの競り合いは続いている","The competition between %h_rank1 and %h_rank2 continues."
"%h_rank_a1%h_rank_to2\nふたりともハナは譲りません","%h_rank_a1 %h_rank_to2 They'll both take the lead."
"%h_rank_a1%h_rank_to2\n序盤からやりあっています","%h_rank_a1 %h_rank_to2 We've been at it since the beginning."
"2番手の位置で先頭をうかがうのは\n%h_rank2！","In second position, looking for the lead is %h_rank2!"
"先頭から大きく離されて\n2番手は、%h_rank2！","In second place, a long way from the front, is %h_rank2!"
"激しい先頭争い","fierce battle for the lead"
"早くも激しい競り合い","Fierce competition already!"
"%h_pop1、現在最後方！\n失策……はたまた狙いどおりかっ！？","%h_pop1, now at the end! Blunder …… is on target again!"
"現在、最後方は\n1番人気の%h_pop1\nこの状況をどう見ますか？","Currently, the last place is the most popular %h_pop1 How do you see this situation?"
"期待どおりの結果をだせるか？\n1番人気、%h_pop1！","Will it live up to expectations? Number one, %h_pop1!"
"苦しい戦いを強いられている\n%h_pop1、ここからどうでる？","You're in a tough fight, %h_pop1, what do you do from here?"
"注目の%h_pop1\n少し後方に位置取りましたね？","Featured %h_pop1 I've positioned myself a little further back, haven't I?"
"先行争いは%h_rank1\n%h_rank2、%h_rank3","The leading contenders are %h_rank1 %h_rank2 and %h_rank3"
"長丁場のこのレースですが\n%h_rank1\n早くも先頭に躍り出た","It's a long race, but %h_rank1 has already taken the lead."
"先頭は見あったまま！\nこれは直線勝負になるか！？","The leaders are still looking at each other! This is going to be a straight fight!"
"まだ先頭は動かない！\nこのまま直線での争いになるのか！？","Still no movement at the front! Is this going to be a battle in the straightaway!"
"互いに脚を溜めている展開！\nはたして抜け出すのは誰だ！？","They're both saving their legs! Who's going to get out of this one?"
"先頭は見あったまま！\nこのまま直線での争いになるのか！？","The leaders are still looking at each other! Will this turn into a battle in the straightaway?"
"まだ先頭は動かない！\nはたして抜け出すのは誰だ！？","The leader still hasn't moved! Who's going to break through?"
"互いに脚を溜めている展開！\nこれは直線勝負になるか！？","They're both saving their legs! Is this going to be a straight fight!"
"先頭は見あったまま！\nはたして抜け出すのは誰だ！？","The leaders are still looking at each other! Who's going to pull it off?"
"まだ先頭は動かない！\nこれは直線勝負になるか！？","Still no movement at the front! This is going to be a straight fight!"
"互いに脚を溜めている展開！\nこのまま直線での争いになるのか！？","They're both saving their legs! Will this turn into a battle in the straightaway?"
"勝負は最後の直線に持ちこされた！","The game came down to the final stretch!"
"この直線で勝負が決まるぞ！","This straightaway will decide the game!"
"さあいよいよ直線だ！\nどのタイミングで誰が仕掛けるのか！？","Now it's time for the straightaway! Who will make the move and at what point?"
"最終コーナー\n最初に立ちあがっ%h_rank_ta1","First to stand at the final corner %h_rank_ta1"
"最後のコーナー\n最初に駆け抜けてき%h_rank_ta1","First to run through the last corner, %h_rank_ta1."
"最終コーナーを曲がって\n先陣を切っ%h_rank_ta1","Turn the last corner and take the lead %h_rank_ta1"
"最終コーナー\n最初に駆け抜けてき%h_rank_ta1","First to run through the final corner, %h_rank_ta1."
"最後のコーナー\n先陣を切っ%h_rank_ta1","Last corner first to go %h_rank_ta1"
"最終コーナーを曲がって\n最初に立ちあがっ%h_rank_ta1","First to stand up after the last corner %h_rank_ta1"
"最終コーナー\n先陣を切っ%h_rank_ta1","Final corner ahead of the pack %h_rank_ta1"
"最後のコーナー\n最初に立ちあがっ%h_rank_ta1","Last corner first to stand up %h_rank_ta1"
"最終コーナーを曲がって\n最初に駆け抜けてき%h_rank_ta1","She was the first one to come around the last corner and run through %h_rank_ta1"
"さあ最終コーナーを曲がって\n最後の直線コースに入った","Now we've rounded the last corner and are on the final straightaway."
"スタンド前に入って、各ウマ娘が一斉に突き進む！","Entering the front of the stands, each horse girl pushes forward in unison!"
"さあ、ここからが勝負どころです！","Now, here's the thing!"
"ゴールが近づいてきて、もう一段ギアが入ったぞ！","We're getting close to the finish line, and it's kicked into another gear!"
"スタンド前に入って、もう一段ギアが入ったぞ！","We're in front of the stands and we're in another gear!"
"ゴールが近づいてきて、各ウマ娘が一斉に突き進む！","The goal is approaching, and each horse girl pushes forward in unison!"
"ゴール前は横一線！？","A horizontal line in front of the goal!"
"前はふたりがしのぎを削る！","The two of them are going at it!"
"最後はふたりの鍔迫り合いだ！","Finally, the two of them engage in a fierce battle!"
"先頭ふたりの競り合いだ！","It's a race between the two leaders!"
"先頭はふたりの一騎打ち！","At the head of the pack, it's a battle of two!"
"3人横一線！これは負けられない戦いだ！","Three on a line! This is a fight we can't afford to lose!"
"3人ならんでの意地の張り合い！","The three of us in a fierce battle of wills!"
"%h_rank1、%h_rank2\n%h_rank3、横一線に並んだ","%h_rank1, %h_rank2 %h_rank3, in a horizontal line"
"%h_rank1、%h_rank2\n%h_rank3、さあ横一線だ","%h_rank1, %h_rank2 %h_rank3, come on, sideways line."
"%h_rank1、%h_rank2\n%h_rank3、三つ巴の戦いです！","%h_rank1, %h_rank2 %h_rank3, it's a three-way battle!"
"4番手まで大混戦！","It's a big battle for fourth place!"
"ここから、なんと……%horse1！？","From here, what…… %horse1!"
"熾烈なデッドヒート！","A fierce dead heat!"
"まだ勝負は続く、続いている！","The game is still on. It's still on!"
"先頭は%h_rank1！","The first one is %h_rank1!"
"先頭は%h_rank1","The first one is %h_rank1"
"先頭は、%h_rank1！","The first one is %h_rank1!"
"先頭は依然、%h_rank1！","The lead is still %h_rank1!"
"先頭は変わらず、%h_rank1","The top remains the same, %h_rank1"
"先頭は、%h_rank1、変わらない！","The first one is %h_rank1, unchanged!"
"先頭は、%h_rank1\nこのままいくのか！？","At the top of the list is %h_rank1 Are we going to keep going like this!"
"%h_rank1！","%h_rank1!"
"%h_rank_l1！","%h_rank_l1!"
"%h_rank_l1！\n大差で今、ゴールイン！\n圧倒的な実力差を見せつけ、レースを制した！","%h_rank_l1! She's in the finish line now by a huge margin! She's won the race, showing the overwhelming difference in ability!"
"%h_rank_l1！\nこれは完璧な勝利です！\n他の追随をまるで許さなかったぞ！","%h_rank_l1! This is a perfect victory! It was unrivaled!"
"%h_rank_l1！\n強いとしか言えない走り！\n次のレースが今から楽しみです！","%h_rank_l1! Running what can only be described as strong! Looking forward to the next race now!"
"%h_rank_l1！強い走りだ！\nこのレースの主役は間違いなくこの娘でした！","%h_rank_l1! A strong run! She was definitely the star of this race!"
"ふたりが並んでゴールイン！\n%h_rank1、体勢有利か！？","Two men, side by side, cross the finish line! %h_rank1, you have the advantage!"
"ほぼ同時にゴールイン！\n%h_rank1、わずかに体勢有利か！？","They crossed the finish line almost simultaneously! %h_rank1 has a slight advantage!"
"%h_rank_a1%h_rank_to2\nふたり並んでゴールイン！","%h_rank_a1 %h_rank_to2 They're both in line for the finish line!"
"3人並んでのゴールイン！！\n%h_rank1、わずかに体勢有利か！？","Three men side by side at the finish line! %h_rank1 has a slight advantage!"
"3人がほぼ同時！\nわずかに%h_rank1、体勢有利か！？","Three of them, almost simultaneously! Slightly %h_rank1, you have the advantage!"
"一群がなだれ込んでゴールイン！","A whole swarm of them rushed to the finish line!"
"大接戦！　大接戦のゴール！","Big close call! Great close finish!"
"大楽勝だ！\n%h_rank1、ゴールイン！\n圧巻の走りでレースを制した！","Big easy win! %h_rank1, in the finish line! He won the race with an amazing run!"
"強さを見せつけて、%h_rank1\nゴール板を駆け抜けた！　これは見事な走り！","In a show of strength, she ran across the %h_rank1 finish board! This is a brilliant run!"
"後ろを突き放して、%h_rank1\n今勝利です！　この娘に敵うウマ娘はいるのか！？","She's outpaced the rest of the field and is now the winner of %h_rank1! Is there any horse girl who can compete with this girl!"
"大楽勝だ！　%h_rank1\nゴール板を駆け抜けた！\nこれは見事な走り！","Big easy win! %h_rank1 runs across the finish board! That's a brilliant run!"
"強さを見せつけて、%h_rank1\n今勝利です！　この娘に敵うウマ娘はいるのか！？","Showing her strength, %h_rank1 now wins! Is there any horse girl who can compete with this girl!"
"後ろを突き放して、%h_rank1\nゴールイン！　圧巻の走りでレースを制した！","She outruns the rest of the field and finishes %h_rank1! He's won the race with an amazing run!"
"大楽勝だ！　%h_rank1\n今勝利です！　この娘に敵うウマ娘はいるのか！？","Big easy win! %h_rank1 is winning now! Is there any horse girl who can compete with this girl!"
"強さを見せつけて、%h_rank1\nゴールイン！　圧巻の走りでレースを制した！","She shows his strength and finishes %h_rank1! He won the race with an amazing run!"
"後ろを突き放して、%h_rank1\nゴール板を駆け抜けた！　これは見事な走り！","She outruns the rest of the field and runs across the %h_rank1 finish line! This is a brilliant run!"
"%h_rank_l1！\n1着でゴールイン！\n実力を遺憾なく発揮しレースを制した！","%h_rank_l1! She finishes in first place! She showed his true potential and won the race!"
"お見事！　%h_rank_l1！\n着差以上の強さを見せた見事な勝利です！","Well done! %h_rank_l1! A brilliant victory, showing more strength than the margin of victory!"
"1着は%h_rank_l1！\n他のウマ娘たちをねじ伏せ、レースを制した！","First place goes to %h_rank_l1! She screwed over all the other horse girls and won the race!"
"勝っ%h_rank_ta1！\n見事な走りで、勝利を手中におさめました！","Winner %h_rank_ta1! A brilliant ride, and she's got the win!"
"やりました！　%h_rank_l1！\n最後、意地を見せて、栄冠を手にしました！","I did it! %h_rank_l1! Finally, I showed my mettle and took the crown!"
"1着は%h_rank_l1！\n見事な走りで、勝利を手中におさめました！","First place goes to %h_rank_l1! She ran brilliantly to take the victory!"
"勝っ%h_rank_ta1！\n最後、意地を見せて、栄冠を手にしました！","Winner %h_rank_ta1! Finally, I showed my mettle and took the crown!"
"やりました！　%h_rank_l1！\n他のウマ娘たちをねじ伏せ、レースを制した！","I did it! %h_rank_l1! She screwed over all the other horse girls and won the race!"
"1着は%h_rank_l1！\n最後、意地を見せて、栄冠を手にしました！","First place goes to %h_rank_l1! In the end, she showed his mettle and took the crown!"
"勝っ%h_rank_ta1！\n他のウマ娘たちをねじ伏せ、レースを制した！","I win %h_rank_ta1! She screwed over all the other horse girls and won the race!"
"やりました！　%h_rank_l1！\n見事な走りで、勝利を手中におさめました！","I did it! %h_rank_l1! She drove brilliantly to take the victory!"
"勝っ%h_rank_ta1！","Win %h_rank_ta1!"
"%h_rank_l1！　勝利を飾った！","%h_rank_l1! We have won!"
"%h_rank_l1、見事に制しました","%h_rank_l1, well done!"
"%race_wo！\n%h_rank_l1、見事な勝利だ！","%race_wo! %h_rank_l1, brilliant victory!"
"%h_rank_l1！　見事に完勝！\n%race_wo！","%h_rank_l1! A resounding victory! %race_wo!"
"%race_wo！\n%h_rank_no1完勝でした！","%race_wo! %h_rank_no1 It was a complete victory!"
"%h_rank_l1！\n%race_wo！","%h_rank_l1! %race_wo!"
"%h_rank_l1、今1着でゴールイン","%h_rank_l1, finishing first now!"
"%h_rank_l1、今ゴールイン","%h_rank_l1, now in goal"
"%h_rank_l1、差しきってゴール！","%h_rank_l1 has crossed the finish line!"
"2着は%h_rank_l2","Second place is %h_rank_l2"
"2着%h_rank_l2\n3着%h_rank_l3","2nd place %h_rank_l23rd place %h_rank_l3"
"2着には%h_rank_l2\n3着は%h_rank_l3","Second place is %h_rank_l23, and third place is %h_rank_l3."
"2着は%h_rank_l2\n3着に入っ%h_rank_ta3","Second place went into the %h_rank_l23th place %h_rank_ta3"
"2着%h_rank_l2\n3着は%h_rank_l3","2nd place %h_rank_l23 is %h_rank_l3"
"2着には%h_rank_l2\n3着に入っ%h_rank_ta3","In second place %h_rank_l23 In third place %h_rank_ta3"
"2着は、%h_rank_l2\n3着は%h_rank_l3","2nd place, %h_rank_l23rd place, %h_rank_l3"
"2着%h_rank_l2\n3着に入っ%h_rank_ta3","In second place %h_rank_l23 In third place %h_rank_ta3"
"2着には%h_rank_l2\n3着%h_rank_l3","Second place is %h_rank_l23 arrival %h_rank_l3"
